scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
0,demo_wcomp_MR2_000,bau,72.0,W_new,0.0,0.0,0.0,1368.7064075186781,0.0,1368.7064075186781,0.0,0.0,0.0,0.0,21.54385556443897,19936.940513652404,0.0,19936.940513652404,0.0,0.0,0.0,-1375188.9162889337,0.0,0.0,0.0,1.9812685120000002,408793.8863070211,0.0,38480.53282807798,118483.80185499726,100.0,100.0,0.0,0.0,0.0,118483.80185499726,0.0,408791.90503850946
1,demo_wcomp_MR2_001,bau,72.0,W_new,0.0,0.0,0.0,1399.6112350726883,0.0,1399.6112350726883,0.0,0.0,0.0,0.0,21.54385556443897,22721.444583056822,0.0,22721.444583056822,0.0,0.0,0.0,-1433333.7202217816,0.0,0.0,0.0,1.9812685120000002,408793.8863070211,0.0,38480.53282807798,123493.45350829032,100.0,100.0,0.0,0.0,0.0,123493.45350829032,0.0,408791.90503850946
2,demo_wcomp_MR2_002,btm_i_c,72.0,W_new,0.0,0.0,8279.077311773766,1155.804446645797,0.0,1246.018958502144,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,14653.089753894654,0.0,16436.72221201143,0.0,0.0,0.0,-1232036.963098342,0.0,0.0,0.0,19561.184425148225,325871.76517698943,25.06931351221684,35632.69803195092,97871.00991239201,80.91243984081409,80.91243984081396,20.284193214077526,20.284193214077646,0.0,106150.08722416582,0.0,408791.90503850946
3,demo_wcomp_MR2_003,btm_i_c,72.0,W_new,0.0,0.0,10348.846639717207,1155.804446645797,0.0,1268.572586466231,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,14653.089753894654,0.0,16882.630326540628,0.0,0.0,0.0,-1256059.8573210135,0.0,0.0,0.0,19561.184425148225,325871.76517698943,25.06931351221684,35632.69803195092,97871.00991239201,80.91243984081409,80.91243984081396,20.284193214077526,20.284193214077646,0.0,108219.85655210925,0.0,408791.90503850946
4,demo_wcomp_MR2_004,btm_i_c,72.0,W_new,0.0,0.0,12418.615967660648,1155.804446645797,0.0,1291.1262144303173,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,14653.089753894654,0.0,17328.53844106982,0.0,0.0,0.0,-1280082.7515436849,0.0,0.0,0.0,19561.184425148225,325871.76517698943,25.06931351221684,35632.69803195092,97871.00991239201,80.91243984081409,80.91243984081396,20.284193214077526,20.284193214077646,0.0,110289.62588005271,0.0,408791.90503850946
5,demo_wcomp_MR2_005,btm_i_c,72.0,W_new,0.0,0.0,10553.889208653658,1101.3069110788504,0.0,1216.3093355387175,0.0,0.0,0.0,1.862645149230957e-11,21.54385556443897,13286.543110026954,0.0,15560.257757570209,0.0,0.0,0.0,-1197036.7274441323,0.0,0.0,0.0,46259.096587856286,304745.05933925265,36.76832648458473,34917.9876638488,92580.64070770424,69.22337474888862,69.22337474888873,25.45227643131896,25.452276431319078,0.0,103134.52991635789,0.0,408791.90503850946
6,demo_wcomp_MR2_006,btm_i_c,72.0,W_new,0.0,0.0,13192.361510817074,1101.3069110788504,0.0,1245.0599416536836,0.0,0.0,0.0,1.862645149230957e-11,21.54385556443897,13286.543110026954,0.0,16128.686419456024,0.0,0.0,0.0,-1227660.3047522847,0.0,0.0,0.0,46259.096587856286,304745.05933925265,36.76832648458473,34917.9876638488,92580.64070770424,69.22337474888862,69.22337474888873,25.45227643131896,25.452276431319078,0.0,105773.00221852129,0.0,408791.90503850946
7,demo_wcomp_MR2_007,btm_i_c,72.0,W_new,0.0,0.0,15830.833812980487,1101.3069110788504,0.0,1273.8105477686513,0.0,0.0,0.0,1.862645149230957e-11,21.54385556443897,13286.543110026954,0.0,16697.115081341835,0.0,0.0,0.0,-1258283.8820604382,0.0,0.0,0.0,46259.096587856286,304745.05933925265,36.76832648458473,34917.9876638488,92580.64070770424,69.22337474888862,69.22337474888873,25.45227643131896,25.452276431319078,0.0,108411.4745206847,0.0,408791.90503850946
8,demo_wcomp_MR2_008,btm_i_c,72.0,W_new,0.0,0.0,13463.172450921824,1063.7063508492006,0.0,1210.4103234006436,0.0,0.0,0.0,-1.862645149230957e-11,21.54385556443897,12516.749004138343,0.0,15417.23543135628,0.0,0.0,0.0,-1190447.0911779113,0.0,0.0,0.0,80297.94987709884,290959.29462805006,48.46733945695259,34476.91184916157,89103.60626528077,59.472203702165885,59.47220370216585,28.824594850859057,28.8245948508592,0.0,102566.77871620262,0.0,408791.90503850946
9,demo_wcomp_MR2_009,btm_i_c,72.0,W_new,0.0,0.0,16828.96556365228,1063.7063508492006,0.0,1247.086316538504,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,12516.749004138343,0.0,16142.357038160762,0.0,0.0,0.0,-1229512.3584185191,0.0,0.0,0.0,80297.94987709884,290959.29462805006,48.46733945695259,34476.91184916157,89103.60626528077,59.472203702165885,59.47220370216585,28.824594850859057,28.8245948508592,0.0,105932.57182893308,0.0,408791.90503850946
10,demo_wcomp_MR2_010,btm_i_c,72.0,W_new,0.0,0.0,20194.758676382735,1063.7063508492006,0.0,1283.7623096763648,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,12516.749004138343,0.0,16867.478644965246,0.0,0.0,0.0,-1268577.625659125,0.0,0.0,0.0,80297.94987709884,290959.29462805006,48.46733945695259,34476.91184916157,89103.60626528077,59.472203702165885,59.47220370216585,28.824594850859057,28.8245948508592,0.0,109298.36494166353,0.0,408791.90503850946
11,demo_wcomp_MR2_011,btm_p_c,72.0,W_new,4371.24,3500.7687241477433,8279.077311773766,1113.1368620403268,204.1296673151375,1317.266529355464,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,14662.993376801262,4190.127428505746,18853.120805307008,0.0,0.0,0.0,-1319622.6332267877,0.0,0.0,0.0,7090.0946139624175,313400.67536580365,25.06931351221689,35632.69803195092,94808.84744370474,93.0815739713417,93.08157397134183,23.334911600981723,23.33491160098184,2736.3774392741616,113696.31091890045,0.0,408791.90503850946
12,demo_wcomp_MR2_012,btm_p_c,72.0,W_new,4371.24,3500.7687241477433,10348.846639717207,1113.1368620403268,204.1296673151375,1317.266529355464,0.0,0.0,0.0,-3.725290298461914e-11,21.54385556443897,14662.993376801262,4190.127428505746,18853.120805307008,0.0,0.0,0.0,-1319622.6332267877,0.0,0.0,0.0,7090.0946139624175,313400.67536580365,25.06931351221689,35632.69803195092,94808.84744370474,93.0815739713417,93.08157397134183,23.334911600981723,23.33491160098184,666.6081113307201,113696.31091890045,0.0,408791.90503850946
