scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
10,demo_wparent_010,en_pv,72.0,W_new,18000.0,4195.4202784481795,13463.172450921824,0.0,0.0,0.0,0.0,0.0,0.0,-1.862645149230957e-11,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1147838.2635378398,0.0,98895.67881743111,-98895.67881743111,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,98895.67881743111,0.0,408791.90503850946
11,demo_wparent_011,en_pv,72.0,W_new,18000.0,4195.4202784481795,16828.96556365228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1186903.5307784462,0.0,102261.47193016154,-102261.47193016154,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,102261.47193016154,0.0,408791.90503850946
12,demo_wparent_012,en_pv,72.0,W_new,18000.0,4195.4202784481795,20194.758676382735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1225968.798019053,0.0,105627.265042892,-105627.265042892,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,105627.265042892,0.0,408791.90503850946
13,demo_wparent_013,en_pv,72.0,W_new,18000.0,6774.572088969601,8279.077311773766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1182118.9365853027,0.0,101849.23990616677,-101849.23990616677,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,101849.23990616677,0.0,408791.90503850946
14,demo_wparent_014,en_pv,72.0,W_new,18000.0,6774.572088969601,10348.846639717207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1206141.8308079753,0.0,103919.00923411023,-103919.00923411023,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,103919.00923411023,0.0,408791.90503850946
15,demo_wparent_015,en_pv,72.0,W_new,18000.0,6774.572088969601,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1230164.725030647,0.0,105988.77856205366,-105988.77856205366,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,105988.77856205366,0.0,408791.90503850946
16,demo_wparent_016,en_pv,72.0,W_new,18000.0,6774.572088969601,13463.172450921824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1177773.3342202958,0.0,101474.83062795251,-101474.83062795251,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,101474.83062795251,0.0,408791.90503850946
17,demo_wparent_017,en_pv,72.0,W_new,18000.0,6774.572088969601,16828.96556365228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1216838.601460904,0.0,104840.62374068298,-104840.62374068298,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,104840.62374068298,0.0,408791.90503850946
18,demo_wparent_018,en_pv,72.0,W_new,18000.0,6774.572088969601,20194.758676382735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1255903.868701511,0.0,108206.41685341344,-108206.41685341344,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,108206.41685341344,0.0,408791.90503850946
19,demo_wparent_019,bau,72.0,W_new,0.0,0.0,0.0,1368.7064075186781,0.0,1368.7064075186781,0.0,0.0,0.0,0.0,21.54385556443897,19936.940513652404,0.0,19936.940513652404,0.0,0.0,0.0,-1375188.9162889337,0.0,0.0,0.0,1.9812685120000002,408793.8863070211,0.0,38480.53282807798,118483.80185499726,100.0,100.0,0.0,0.0,0.0,118483.80185499726,0.0,408791.90503850946
20,demo_wparent_020,en_pv,72.0,W_new,18000.0,2647.9291921353265,8279.077311773766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1134222.8234933717,0.0,97722.5970093325,-97722.5970093325,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,97722.5970093325,0.0,408791.90503850946
21,demo_wparent_021,en_pv,72.0,W_new,18000.0,2647.9291921353265,10348.846639717207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1158245.7177160427,0.0,99792.36633727593,-99792.36633727593,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,99792.36633727593,0.0,408791.90503850946
22,demo_wparent_022,en_pv,72.0,W_new,18000.0,2647.9291921353265,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1182268.6119387145,0.0,101862.1356652194,-101862.1356652194,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,101862.1356652194,0.0,408791.90503850946
23,demo_wparent_023,en_pv,72.0,W_new,18000.0,2647.9291921353265,16006.216136095944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1159393.2008212677,0.0,99891.23141629236,-99891.23141629236,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,99891.23141629236,0.0,408791.90503850946
24,demo_wparent_024,en_pv,72.0,W_new,18000.0,2647.9291921353265,20007.770170119933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1205837.4629851005,0.0,103892.78545031635,-103892.78545031635,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,103892.78545031635,0.0,408791.90503850946
25,demo_wparent_025,en_pv,72.0,W_new,18000.0,2647.9291921353265,24009.32420414392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1252281.7251489316,0.0,107894.33948434032,-107894.33948434032,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,107894.33948434032,0.0,408791.90503850946
26,demo_wparent_026,en_pv,72.0,W_new,18000.0,4195.4202784481795,8279.077311773766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1152183.865902845,0.0,99270.08809564535,-99270.08809564535,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,99270.08809564535,0.0,408791.90503850946
27,demo_wparent_027,en_pv,72.0,W_new,18000.0,4195.4202784481795,10348.846639717207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1176206.7601255171,0.0,101339.85742358878,-101339.85742358878,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,101339.85742358878,0.0,408791.90503850946
28,demo_wparent_028,en_pv,72.0,W_new,18000.0,4195.4202784481795,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1200229.6543481892,0.0,103409.62675153223,-103409.62675153223,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,103409.62675153223,0.0,408791.90503850946
29,demo_wparent_029,en_pv,72.0,W_new,18000.0,4195.4202784481795,16006.216136095944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1177354.243230742,0.0,101438.7225026052,-101438.7225026052,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,101438.7225026052,0.0,408791.90503850946
30,demo_wparent_030,en_pv,72.0,W_new,18000.0,4195.4202784481795,20007.770170119933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1223798.5053945752,0.0,105440.2765366292,-105440.2765366292,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,105440.2765366292,0.0,408791.90503850946
31,demo_wparent_031,en_pv,72.0,W_new,18000.0,4195.4202784481795,24009.32420414392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1270242.7675584068,0.0,109441.8305706532,-109441.8305706532,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,109441.8305706532,0.0,408791.90503850946
32,demo_wparent_032,en_pv,72.0,W_new,18000.0,6774.572088969601,8279.077311773766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1182118.9365853027,0.0,101849.23990616677,-101849.23990616677,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,101849.23990616677,0.0,408791.90503850946
33,demo_wparent_033,en_pv,72.0,W_new,18000.0,6774.572088969601,10348.846639717207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1206141.8308079753,0.0,103919.00923411023,-103919.00923411023,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,103919.00923411023,0.0,408791.90503850946
34,demo_wparent_034,en_pv,72.0,W_new,18000.0,6774.572088969601,12418.615967660648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,68795.5905054234,-1230164.725030647,0.0,105988.77856205366,-105988.77856205366,7088.569047354,313399.14979919523,25.06931351221684,35632.69803195092,68795.5905054234,93.08306260023991,93.08306260023986,23.335284790027206,23.335284790027316,0.0,105988.77856205366,0.0,408791.90503850946
35,demo_wparent_035,en_pv,72.0,W_new,18000.0,6774.572088969601,16006.216136095944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1207289.3139131994,0.0,104017.87431312664,-104017.87431312664,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,104017.87431312664,0.0,408791.90503850946
36,demo_wparent_036,en_pv,72.0,W_new,18000.0,6774.572088969601,20007.770170119933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1253733.576077031,0.0,108019.42834715062,-108019.42834715062,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,108019.42834715062,0.0,408791.90503850946
37,demo_wparent_037,en_pv,72.0,W_new,18000.0,6774.572088969601,24009.32420414392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54385556443897,0.0,0.0,0.0,0.0,19821.479546847902,63237.08608806109,-1300177.8382408633,0.0,112020.9823811746,-112020.9823811746,63855.067424183,274516.41217513435,48.46733945695244,34476.91184916157,63237.08608806109,67.77121745807095,67.77121745807065,32.84690601951266,32.84690601951277,0.0,112020.9823811746,0.0,408791.90503850946
